index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title
10,3,Getting Started Worksheet,campaigns_planning_leaf,/s/articleView?id=sf.campaigns_planning.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_planning_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Getting Started Worksheet,,,,
11,3,Campaign Fields,campaigns_fields_leaf,/s/articleView?id=sf.campaigns_fields.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_fields_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Campaign Fields,,,,
12,3,Things to Know About Campaigns,campaigns_supplemental_leaf,/s/articleView?id=sf.campaigns_supplemental.htm&language=en_US&type=5,campaigns_def_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,,,,
13,4,Considerations for Using Campaigns,campaigns_considerations_leaf,/s/articleView?id=sf.campaigns_considerations.htm&language=en_US&type=5,campaigns_supplemental_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,campaigns_considerations_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Considerations for Using Campaigns,,,
14,4,Campaigns FAQ,faq_campaigns_leaf,/s/articleView?id=sf.faq_campaigns.htm&language=en_US&type=5,campaigns_supplemental_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,,,
15,5,Can I use list email or mass email for my email campaigns?,faq_campaigns_can_i_use_leaf,/s/articleView?id=sf.faq_campaigns_can_i_use.htm&language=en_US&type=5,faq_campaigns_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,faq_campaigns_can_i_use_leaf,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,Can I use list email or mass email for my email campaigns?,,
16,5,How do I add contacts and leads to campaigns?,faq_campaigns_how_can_i_add_contacts_leaf,/s/articleView?id=sf.faq_campaigns_how_can_i_add_contacts.htm&language=en_US&type=5,faq_campaigns_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,faq_campaigns_how_can_i_add_contacts_leaf,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,How do I add contacts and leads to campaigns?,,
17,5,How can I calculate the ROI for my campaigns?,faq_campaigns_how_can_i_calculate_leaf,/s/articleView?id=sf.faq_campaigns_how_can_i_calculate.htm&language=en_US&type=5,faq_campaigns_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,faq_campaigns_how_can_i_calculate_leaf,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,How can I calculate the ROI for my campaigns?,,
18,5,How can I track which opportunities resulted from campaigns?,faq_campaigns_how_can_i_track_leaf,/s/articleView?id=sf.faq_campaigns_how_can_i_track.htm&language=en_US&type=5,faq_campaigns_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,faq_campaigns_how_can_i_track_leaf,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,How can I track which opportunities resulted from campaigns?,,
19,5,How is Campaign influence different from ROI reports?,faq_campaigns_how_is_campaign_influence_leaf,/s/articleView?id=sf.faq_campaigns_how_is_campaign_influence.htm&language=en_US&type=5,faq_campaigns_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,faq_campaigns_how_is_campaign_influence_leaf,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,How is Campaign influence different from ROI reports?,,
20,5,Who has access to Campaigns?,faq_campaigns_who_has_access_leaf,/s/articleView?id=sf.faq_campaigns_who_has_access.htm&language=en_US&type=5,faq_campaigns_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_def_leaf,campaigns_supplemental_leaf,faq_campaigns_leaf,faq_campaigns_who_has_access_leaf,,,Sales Cloud Basics,Capture ROI with Campaigns,Get to Know Salesforce Campaigns,Things to Know About Campaigns,Campaigns FAQ,Who has access to Campaigns?,,
76,2,Set Up Campaigns in Salesforce,campaigns_setup_parent_leaf,/s/articleView?id=sf.campaigns_setup_parent.htm&language=en_US&type=5,sales_core_bring_in_leads_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_setup_parent_leaf,,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Set Up Campaigns in Salesforce,,,,,
77,3,Customize Campaign Types,campaigns_customize_types_parent_leaf,/s/articleView?id=sf.campaigns_customize_types_parent.htm&language=en_US&type=5,campaigns_setup_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_setup_parent_leaf,campaigns_customize_types_parent_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Set Up Campaigns in Salesforce,Customize Campaign Types,,,,
78,4,Customize Campaign Types in Lightning Experience,campaigns_customize_types_lex_leaf,/s/articleView?id=sf.campaigns_customize_types_lex.htm&language=en_US&type=5,campaigns_customize_types_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_setup_parent_leaf,campaigns_customize_types_parent_leaf,campaigns_customize_types_lex_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Set Up Campaigns in Salesforce,Customize Campaign Types,Customize Campaign Types in Lightning Experience,,,
79,4,Customize Campaign Types in Salesforce Classic,campaigns_customize_types_classic_leaf,/s/articleView?id=sf.campaigns_customize_types_classic.htm&language=en_US&type=5,campaigns_customize_types_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_setup_parent_leaf,campaigns_customize_types_parent_leaf,campaigns_customize_types_classic_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Set Up Campaigns in Salesforce,Customize Campaign Types,Customize Campaign Types in Salesforce Classic,,,
82,3,Campaign Member Statuses,campaigns_customize_member_status_parent_leaf,/s/articleView?id=sf.campaigns_customize_member_status_parent.htm&language=en_US&type=5,campaigns_setup_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_setup_parent_leaf,campaigns_customize_member_status_parent_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Set Up Campaigns in Salesforce,Campaign Member Statuses,,,,
83,3,Allow Users to Create Campaign Hierarchies,campaigns_hierarchy_setup_leaf,/s/articleView?id=sf.campaigns_hierarchy_setup.htm&language=en_US&type=5,campaigns_setup_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_setup_parent_leaf,campaigns_hierarchy_setup_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Set Up Campaigns in Salesforce,Allow Users to Create Campaign Hierarchies,,,,
91,2,Working with Campaigns,campaigns_landing_page_leaf,/s/articleView?id=sf.campaigns_landing_page.htm&language=en_US&type=5,sales_core_bring_in_leads_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,,,,,
92,3,Create or Edit a Campaign,campaigns_edit_leaf,/s/articleView?id=sf.campaigns_edit.htm&language=en_US&type=5,campaigns_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaigns_edit_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Create or Edit a Campaign,,,,
93,3,Clone a Campaign with Related Records,campaigns_clone_with_related_leaf,/s/articleView?id=sf.campaigns_clone_with_related.htm&language=en_US&type=5,campaigns_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaigns_clone_with_related_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Clone a Campaign with Related Records,,,,
94,4,Field Handling for Cloning Campaigns with Related Records,campaigns_clone_considerations_leaf,/s/articleView?id=sf.campaigns_clone_considerations.htm&language=en_US&type=5,campaigns_clone_with_related_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaigns_clone_with_related_leaf,campaigns_clone_considerations_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Clone a Campaign with Related Records,Field Handling for Cloning Campaigns with Related Records,,,
95,4,Allocations for Cloning Campaigns with Related Records,campaigns_clone_with_related_limits_leaf,/s/articleView?id=sf.campaigns_clone_with_related_limits.htm&language=en_US&type=5,campaigns_clone_with_related_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaigns_clone_with_related_leaf,campaigns_clone_with_related_limits_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Clone a Campaign with Related Records,Allocations for Cloning Campaigns with Related Records,,,
98,3,Create a Campaign Hierarchy,campaigns_viewhierarchy_leaf,/s/articleView?id=sf.campaigns_viewhierarchy.htm&language=en_US&type=5,campaigns_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaigns_viewhierarchy_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Create a Campaign Hierarchy,,,,
99,3,Share Campaigns,campaigns_sharing_leaf,/s/articleView?id=sf.campaigns_sharing.htm&language=en_US&type=5,campaigns_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaigns_sharing_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Share Campaigns,,,,
100,3,Track Campaign Field History,campaign_history_leaf,/s/articleView?id=sf.campaign_history.htm&language=en_US&type=5,campaigns_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_landing_page_leaf,campaign_history_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Working with Campaigns,Track Campaign Field History,,,,
110,2,Manage Campaign Members,campaigns_members_landing_page_leaf,/s/articleView?id=sf.campaigns_members_landing_page.htm&language=en_US&type=5,sales_core_bring_in_leads_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,,,,,
111,3,Campaign Member Fields,campaigns_members_fields_leaf,/s/articleView?id=sf.campaigns_members_fields.htm&language=en_US&type=5,campaigns_members_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_fields_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Campaign Member Fields,,,,
112,3,Add Members to Campaigns,campaigns_members_adding_parent_leaf,/s/articleView?id=sf.campaigns_members_adding_parent.htm&language=en_US&type=5,campaigns_members_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,,,,
113,4,"Add Individual Leads, Contacts, or Person Accounts to Campaigns",campaigns_add_individual_members_leaf,/s/articleView?id=sf.campaigns_add_individual_members.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_add_individual_members_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,"Add Individual Leads, Contacts, or Person Accounts to Campaigns",,,
114,4,Add Campaign Members with Manage Members,campaigns_members_using_leaf,/s/articleView?id=sf.campaigns_members_using.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_members_using_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Campaign Members with Manage Members,,,
115,4,Add Members by Account from a Campaign Page,campaigns_add_members_by_account_leaf,/s/articleView?id=sf.campaigns_add_members_by_account.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_add_members_by_account_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Members by Account from a Campaign Page,,,
116,4,Add Campaign Members from an Account Page,campaigns_add_members_from_accounts_leaf,/s/articleView?id=sf.campaigns_add_members_from_accounts.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_add_members_from_accounts_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Campaign Members from an Account Page,,,
117,4,Add Multiple Contacts and Leads to Campaigns,campaigns_addwizard_leaf,/s/articleView?id=sf.campaigns_addwizard.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_addwizard_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Multiple Contacts and Leads to Campaigns,,,
118,4,Add Multiple Members to a Campaign from a List View,campaigns_listwizard_leaf,/s/articleView?id=sf.campaigns_listwizard.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_listwizard_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Multiple Members to a Campaign from a List View,,,
119,4,Add Campaign Members from Standard and Custom Reports,campaigns_reportwizard_leaf,/s/articleView?id=sf.campaigns_reportwizard.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_reportwizard_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Campaign Members from Standard and Custom Reports,,,
120,4,Import Campaign Members,campaigns_import_leaf,/s/articleView?id=sf.campaigns_import.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_import_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Import Campaign Members,,,
121,4,Add Existing Contacts to a Campaign with the Data Import Wizard,campaigns_import_contacts_existing_leaf,/s/articleView?id=sf.campaigns_import_contacts_existing.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_import_contacts_existing_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Existing Contacts to a Campaign with the Data Import Wizard,,,
122,4,Add Existing Leads to a Campaign with the Data Import Wizard,campaigns_import_leads_existing_leaf,/s/articleView?id=sf.campaigns_import_leads_existing.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_import_leads_existing_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Existing Leads to a Campaign with the Data Import Wizard,,,
123,4,Add Existing Person Accounts to a Campaign with the Data Import Wizard,campaigns_import_person_accounts_existing_leaf,/s/articleView?id=sf.campaigns_import_person_accounts_existing.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_import_person_accounts_existing_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Add Existing Person Accounts to a Campaign with the Data Import Wizard,,,
124,4,Create Contacts and Add Them to a Campaign with the Data Import Wizard,campaigns_import_contacts_new_leaf,/s/articleView?id=sf.campaigns_import_contacts_new.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,campaigns_import_contacts_new_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Create Contacts and Add Them to a Campaign with the Data Import Wizard,,,
125,4,Create Leads and Add Them to a Campaign with the Data Import Wizard,lead_import_wizard_leaf,/s/articleView?id=sf.lead_import_wizard.htm&language=en_US&type=5,campaigns_members_adding_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_adding_parent_leaf,lead_import_wizard_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Add Members to Campaigns,Create Leads and Add Them to a Campaign with the Data Import Wizard,,,
139,3,Accounts as Campaign Members,campaigns_account_campaign_member_leaf,/s/articleView?id=sf.campaigns_account_campaign_member.htm&language=en_US&type=5,campaigns_members_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_account_campaign_member_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Accounts as Campaign Members,,,,
140,4,Considerations for Using Accounts as Campaign Members,campaigns_account_campaign_member_considerations_leaf,/s/articleView?id=sf.campaigns_account_campaign_member_considerations.htm&language=en_US&type=5,campaigns_account_campaign_member_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_account_campaign_member_leaf,campaigns_account_campaign_member_considerations_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Accounts as Campaign Members,Considerations for Using Accounts as Campaign Members,,,
141,4,Enable Accounts as Campaign Members,campaigns_account_campaign_member_enable_leaf,/s/articleView?id=sf.campaigns_account_campaign_member_enable.htm&language=en_US&type=5,campaigns_account_campaign_member_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_account_campaign_member_leaf,campaigns_account_campaign_member_enable_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Accounts as Campaign Members,Enable Accounts as Campaign Members,,,
142,4,Adding Accounts as Campaign Members,campaigns_account_campaign_member_add_leaf,/s/articleView?id=sf.campaigns_account_campaign_member_add.htm&language=en_US&type=5,campaigns_account_campaign_member_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_account_campaign_member_leaf,campaigns_account_campaign_member_add_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Accounts as Campaign Members,Adding Accounts as Campaign Members,,,
146,3,Work with Campaign Members,campaigns_members_working_with_parent_leaf,/s/articleView?id=sf.campaigns_members_working_with_parent.htm&language=en_US&type=5,campaigns_members_landing_page_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,,,,
147,4,Displaying and Editing a Campaign Member,campaigns_members_detail_leaf,/s/articleView?id=sf.campaigns_members_detail.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaigns_members_detail_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Displaying and Editing a Campaign Member,,,
148,4,Campaign Member Task Overview,campaigns_managemembers_leaf,/s/articleView?id=sf.campaigns_managemembers.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaigns_managemembers_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Campaign Member Task Overview,,,
149,4,Manage Members with the Campaign Members Related List,campaigns_members_leaf,/s/articleView?id=sf.campaigns_members.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaigns_members_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Manage Members with the Campaign Members Related List,,,
150,4,Editing Multiple Campaign Members,campaigns_members_editing_leaf,/s/articleView?id=sf.campaigns_members_editing.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaigns_members_editing_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Editing Multiple Campaign Members,,,
151,4,Add or Update Campaign Members with the Data Import Wizard,campaign_update_wizard_leaf,/s/articleView?id=sf.campaign_update_wizard.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaign_update_wizard_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Add or Update Campaign Members with the Data Import Wizard,,,
152,4,Delete Individual Members from Campaigns,campaigns_delete_individual_members_leaf,/s/articleView?id=sf.campaigns_delete_individual_members.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaigns_delete_individual_members_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Delete Individual Members from Campaigns,,,
153,4,Delete Multiple Contacts and Leads from Campaigns,campaigns_deletewizard_leaf,/s/articleView?id=sf.campaigns_deletewizard.htm&language=en_US&type=5,campaigns_members_working_with_parent_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaigns_members_landing_page_leaf,campaigns_members_working_with_parent_leaf,campaigns_deletewizard_leaf,,,,Sales Cloud Basics,Capture ROI with Campaigns,Manage Campaign Members,Work with Campaign Members,Delete Multiple Contacts and Leads from Campaigns,,,
211,2,Campaign Influence,campaign_influence_parent_leaf,/s/articleView?id=sf.campaign_influence_parent.htm&language=en_US&type=5,sales_core_bring_in_leads_leaf,sales_core_leaf,sales_core_bring_in_leads_leaf,campaign_influence_parent_leaf,,,,,,Sales Cloud Basics,Capture ROI with Campaigns,Campaign Influence,,,,,
